Timestamp,Total Records,Duplicates Removed,Missing Names,Invalid Ages,Cleaned Records,Existing Records,New Records,Execution Time (sec),Pipeline Status
2026-08-04 22:03:43,16,1,1,1,13,13,0,0.26,SUCCESS
